ID;SEQ;Question;Title
Q603;603;Tous ces symptômes se manifestent-ils :;Symptômes divers
Q604;604;Avez-vous des difficultés à décalotter le prépuce derrière le gland de votre pénis ?;Inconfort du penis
Q605;605;Constatez-vous des rougeurs, un œdème ou une sensibilité du gland du pénis ?;Inflammation du penis
Q606;606;Etes-vous gêné(e) au moment de la pénétration ?;Inconfort à la pénétration
Q607;607;Avez-vous des troubles ou des douleurs à l'érection ?;Troubles d'érection
Q608;608;Avez-vous des difficultés à maintenir une bonne hygiène du pénis ?;Hygiène du penis
Q609;609;Arrivez-vous à rétracter le prépuce en arrière du gland de votre penis ?;Rétracter le prépuce
Q610;610;Votre enfant a-t-il le pharynx ou les amygdales, rouges et enflés ?;Inflammation de la gorge
Q611;611;Votre enfant a-t-il mal à la gorge ?;Douleurs à la gorge
Q612;612;Votre enfant a-t-il la gorge sèche ?;Sécheresse de la gorge
Q613;613;Votre enfant a-t-il la gorge qui démange?;Démangeaisons à la gorge
Q614;614;Votre enfant a-t-il des difficultés à avaler ou à mastiquer des aliments ?;Difficulté à mastiquer
Q615;615;Votre enfant a-t-il perdu l'appétit ou moins d'appétit que d'habitude ?;Perte d'appétit
Q616;616;Votre enfant a-t-il de la fièvre, des maux de tête, de la fatigue, des vomissements, etc. ?;Symptômes grippaux
Q617;617;Votre enfant crache-t-il du liquide purulent ?;Crachats purulents
Q618;618;Votre enfant tousse-t-il ?;Toux
Q619;619;Avez-vous eu un rapport non-protégé récemment ?;Rapport non-protégé
Q620;620;Avez-vous des démangeaisons dans la région génitale et à l’anus, qui s'aggravent la nuit ?;Démangeaisons nocturnes
Q621;621;Ces démangeaisons se manifestent-elles environ 5 jours après la première exposition ?;Apparition des démangeaisons
Q622;622;Constatez-vous des petits points bleus sur la partie génital ou l'anus ?;Ecchymoses sur la région pelvienne
Q623;623;Constatez-vous des œufs (lentes) ou des poux à la base des poils ?;Poux à la région génitale
Q624;624;Votre gorge est-elle enflée, rouge ou recouverte de dépôts blancs et de membranes ?;Inflammation de la gorge
Q625;625;Avez-vous de la fièvre élevée (température supérieure ou égale à 38.5 °C) avec des frissons,  pendant 7 à 14 jours ?;Fièvre élevée persistante
Q626;626;Si vous avez pris des antibiotiques, constatez-vous des plaques rouges sur le tronc, les cuisses ou les bras ?;Antibiotiques et effets secondaires
Q627;627;Constatez-vous une augmentation du volume de la rate ?;Volume de la rate
Q628;628;Avez-vous été piqué(e) par une tique, il y a moins de 6 mois ?;Piqûre d'une tique
Q629;629;;
Q630;630;Avez-vous des éruptions cutanées sur la peau ?;Éruptions cutanées sur la peau
Q631;631;Souffrez-vous de pathologies neurologiques (avc, paralysie faciale, épilepsie, méningite, etc. ) ?;Pathologies neurologiques
Q632;632;Souffrez-vous d'infections ophtalmologiques (conjonctivite, orgelets, uvéite, etc. ) ?;Infection ophtalmologiques
Q633;633;Vous êtes-vous évanouis ces derniers temps ou avez-vous des faiblesses, palpitations, malaise, sueurs, etc ?;Dégradation de l'état général
Q634;634;Votre aine est-elle gonflée ?;Gonflement de l'aine
Q635;635;Avez-vous des douleurs entre l'abdomen et la cuisse en se penchant, en portant des poids lourds ou en toussant ?;Douleurs de l'abdomen à l'effort
Q636;636;Vos douleurs sont-elles fortes ?;Intensité de douleurs
Q637;637;Avez-vous des craquements ou gonflements aux articulations ?;Sensibilité des articulations
Q638;638;Votre voix est-elle enrouée ou a-t-elle changé ?;Altération de la voix
Q639;639;Vos mains, aisselles, ventre ou zone génitale vous démangent-elles la nuit ? ;Démangeaisons généralisées nocturnes
Q640;640;Les éruptions sont-elles...;Type des éruptions sur la peau
Q641;641;Avez-vous une éruption sur la peau, sous la forme de petites macules rose claires, bien séparées les unes des autres ?;Forme des éruptions sur la peau
Q642;642;Avez-vous une éruption sur la peau, qui se caractérise par des plaques rouges vifs sans intervalle de peau saine, s'intensifiant dans les plis ?;Forme des éruptions sur la peau
Q643;643;Avez-vous une éruption sur la peau avec des papules rouges, pouvant confluer en plaques séparées par des espaces de peau saine ?;Forme des éruptions sur la peau
Q644;644;Avez-vous une faiblesse ou paralysie soudaine d’un côté du corps (la moitié du visage, un bras, la totalité d’un côté, etc. ) ?;Faiblesse soudaine d'un côté du corps
Q645;645;Ressentez-vous une confusion subite, avec des difficultés de compréhension du langage ?;Trouble d'élocution soudain
Q646;646;Avez-vous une vision floue ou perte de la vision, qui est apparue subitement dans un ou les deux yeux ?;Trouble de vue soudaine
Q647;647;Avez-vous subitement des étourdissements ou des vertiges ?;Vertiges soudains
Q648;648;Avez-vous eu une blessure cutanée à l'orteil ou à un doigt ?;Lésion sur les extrémités
Q649;649;Quelques jours après la blessure, une zone d'inflammation apparaît-elle avec ...;Evolution des lésions sur la peau
Q650;650;Cette blessure évolue-t-elle en poche de pus ?;Evolution en abcès 
Q651;651;Une fois l'abcès apparu, ressentez-vous une douleur intense dans l'aisselle qui éventuellement vous empêche de dormir ? ;Douleur intense sur l'abcès
Q652;652;Vos amis ou vos proches se plaignent-ils de votre comportement ?;Conflits avec vos proches
Q653;653;Ressentez-vous une douleur progressive au niveau du pli de l'aine, qui irradie vers l'avant ou l'intérieur de la cuisse ?;Douleur progressive à la jambe
Q654;654;Ressentez-vous une douleur qui se focalise sur l'arrière de la cuisse ?;Douleur à une partie de la jambe
Q655;655;Ressentez-vous une douleur localisée sur la face latérale du coude, qui irradie éventuellement dans l’avant-bras ?;Douleur à une partie du bras
Q656;656;La mobilité du coude étant normale, avez-vous des difficultés à saisir des objets ?;Saisir les objets
Q657;657;Vos douleurs vous empêchent-elles d'exécuter des tâches (porter des sacs, soulever une tasse de café, serrer une main, etc.) ?;Soulever les objets
Q658;658;Si toux sèche, avez -vous aussi  ...;Toux et autre symptômes
Q659;659;Avez-vous des verrues sur la vulve, les parois vaginales ou l'ouverture pour uriner ?;Verrues sur la région génitale
Q660;660;Avez-vous des saignements lors des rapports sexuels ?;Saignements durant les rapports
Q661;661;Avez-vous des démangeaisons et de l’inconfort, sur la région génitale ou l'anus ?;Inconfort à la région pelvienne
Q662;662;Avez-vous des verrues sur le gland, le prépuce, l'ouverture pour uriner ou sur les testicules ?;Verrues sur la région génitale
Q663;663;Avez-vous des difficultés à reconnaître les objets et les formes ?;Agnosie visuelle
Q664;664;Ressentez-vous une douleur quand le coude est plié vers l'arrière contre une résistance ?;Douleur à l'appui du bras
Q665;665;Ressentez-vous une sensibilité au toucher, à l'extérieur du coude ?;Sensibilité du coude
Q666;666;Ressentez-vous une douleur quand les doigts sont redressés contre une résistance ?;Douleur à l'appui des doigts
Q667;667;Avez-vous des capacités visuelles réduites dans un environnement sombre ?;Visibilité en manque de lumière
Q668;668;Constatez-vous une perte de vision brutale ou progressive ?;Perte de vision
Q669;669;Avez-vous une perte de vision partielle ou totale ?;Perte de vision totale ou partielle
Q670;670;Avez-vous eu un rhume avec d’importants écoulements nasaux, une toux plutôt sèche, une fièvre légère et un refus de manger ?;Type de rhume
Q671;671;Durant les 2 à 5 jours suivants, avez-vous eu une fièvre, une toux sèche ou une respiration sifflante ?;Evolution du rhume
Q672;672;Avez-vous une soif intense, la bouche et la langue sèches, la peau sèche, froide et pâle ... ?;Déshydratation possible
Q673;673;Avez-vous un ou plusieurs des signes suivants ?;Symptômes divers
Q674;674;Vos douleurs se sont-elles progressivement accentuées les 6 à 12 dernières heures ?;Evolution des douleurs
Q675;675;Avez-vous des boutons rouges, gonflés, isolés ou regroupés qui provoquent des démangeaisons ?;Éruptions avec démangeaisons
Q676;676;Ces boutons réagissent-ils au contact d'une substance étrangère (par exemple une crème) ?;Réaction allergique de la peau
Q677;677;Avez-vous des éternuements, des démangeaisons au niveau des narines, le nez qui coule ou qui se bouche régulièrement ?;Congestion nasale
Q678;678;Souffrez-vous d'asthme ?;Asthme
Q679;679;Avez-vous constaté un gonflement rapide de la peau, des muqueuses et des tissus sous-muqueux sur les lèvres, les yeux ou le cou ? ;Gonflement rapide sur la tête
Q680;680;Vos articulations sont douloureuses suite à un traumatisme ?;Traumatisme et douleurs articulaires
Q681;681;Ressentez-vous une épaisseur du cou au toucher ?;Sensation d'épaisseur au toucher
Q682;682;Souffrez-vous souvent d'infections ?;Sensation d'épaisseur au toucher
Q683;683;Constatez vous une guérison retardée et prolongée, même de petites blessures ?;Guérison retardée
Q684;684;Votre peau ou vos cheveux deviennent-ils secs ?;Guérison retardée
Q685;685;Avez-vous froid ou mal aux extrémités ?;Froid aux extrémités
Q686;686;Avez-vous mal aux mollets ?;Mal aux mollets
Q687;687;Constatez-vous une limitation des mouvements causée par vos douleurs articulaires ?;Limitation des mouvements aux articulations
Q688;688;Avez-vous des courbatures ou des douleurs articulaires, à l'effort ou qui vous réveillent la nuit ?;Courbatures articulaires
Q689;689;Avez-vous des douleurs osseuses, potentiellement intenses, qui sont apparues progressivement ?;Douleurs osseuses progressives
Q690;690;Constatez-vous des gonflements ou des rougeurs au niveau de l'os affecté ?;Inflammation des os
Q691;691;Ressentez-vous une perte de contrôle de vos muscles, par exemple pour marcher ou utiliser vos bras et vos mains ?;Muscles incontrôlables
Q692;692;Avez-vous des courbatures ou des douleurs musculaires, à l'effort ou qui vous réveillent la nuit ?;Limitation des mouvements aux muscles
Q693;693;Avez-vous des troubles de la vue ou de la parole, qui sont apparus après les douleurs musculaires ?;Troubles de vue de la parole
Q694;694;Vous sentez-vous étouffé(e) ou étranglé(e)? ;Sensation d'étouffement
Q695;695;Avez-vous des bouffées de chaleur ou au contraire des frissons ?;Bouffées de chaleur et frissons
Q696;696;Vous sentez-vous inquiet(e) ou avez-vous des peurs régulières ?;Inquiétude et peurs
Q697;697;Constatez-vous un cercle parfois bien visible en périphérie de la cornée de l'œil ?;Cercle autour de la cornée de l'oeil
Q698;698;Vos gencives sont-elles rouges ?;Gencives  rouges
Q699;699;Vos gencives sont-elles irritées ou enflées ?;Gencives irritées
Q700;700;Vos gencives sont-elles rouges ou irritées depuis plusieurs mois ?;Gencives irritées persistantes
Q701;701;Constatez-vous des lésions blanches crémeuses dans la bouche, sur la langue ou sur l'intérieur des joues ?;Lésions blanches dans la bouche
Q702;702;Constatez-vous une tâche rouge et douloureuse dans la bouche ?;Tache dans la bouche
Q703;703;Cette tâche est-elle précédée d'une sensation de chaleur ou de brûlure ?;Brûlure dans la bouche
Q704;704;Cette tâche a-t-elle un fond jaunâtre ou grisâtre avec un pourtour rouge ?;Tache  jaunâtre ou grisâtre dans la bouche
Q705;705;Avez-vous une douleur dans le cou qui éventuellement s'étend jusqu'à l’épaule ou au bras ?;Douleur du cou, l'épaule ou le  bras
Q706;706;Ressentez-vous un engourdissement ou des picotements dans le bras ou la main ?;Engourdissements du bras ou la main
Q707;707;Constatez-vous des rougeurs sur les doigts, parfois sur les orteils, sur le lobe des oreilles, sur le nez ou sur les lèvres ?;Rougeurs sur la peau
Q708;708;Les parties touchées deviennent-elles blanches, froides et insensibles ?;Évolution des rougeurs
Q709;709;Est-ce que ensuite les parties touchées deviennent bleues ?;Évolution des rougeurs
Q710;710;Enfin sentez-vous des brûlures, des fourmillements ou une inflammation en général aux parties touchées ?;Évolution des rougeurs
Q711;711;Avez-vous eu une douleur vive, aiguë, voire fulgurante au niveau d'un muscle, au cours d'une activité physique ?;Douleurs pendant une activité physique
Q712;712;Quand la douleur est apparue, avez-vous entendu le claquement au niveau du muscle ?;Douleur au muscle audible
Q713;713;Ressentez-vous une douleur de faible intensité mais durable sous forme de décharge électrique au niveau du nerfs atteint ?;Douleur faible mais persistante
Q714;714;Avez-vous des troubles ...;Troubles variées
Q715;715;Avez-vous des douleurs qui se situent ...;Douleurs variées
Q716;716;Avez-vous des troubles musculaires comme ...;Troubles musculaires variées
Q717;717;Votre peau est-elle ...;Troubles musculaires variées
Q718;718;Avez-vous des difficultés à rester assis ?;Rester assis et tranquil
Q719;719;Avez-vous tendance à agir de manière impulsive, à interrompre les autres, à couper la parole ... ?;Décisions impulsives
Q720;720;Avez-vous des troubles durables du langage écrit affectant la lecture, l'orthographe ou l'écriture ?;Troubles du langage
Q721;721;Avez-vous des difficultés à résumer une histoire ou à prendre des notes ?;Troubles du langage
Q722;722;Ressentez-vous une douleur, une sensation de gêne au niveau du ventre ?;Indigestion
Q723;723;Avez-vous des rots répétés ou des hoquets ?;Rots récurrents
Q724;724;Souffrez-vous d'un retour d'aliments ou de liquide acide de l'estomac dans la bouche?;Régurgitations
Q725;725;Vos yeux sont-ils enfoncés ?;Yeux enfoncés
Q726;726;Lorsque légèrement pincée, votre peau tarde-t-elle à retrouver son aspect initial ?;Pli cutané
Q727;727;Urinez-vous en petites quantités ?;Difficultés à uriner
Q728;728;Votre cœur bat-il plus rapidement ou irrégulièrement ?;Rythme cardiaque irrégulier
Q729;729;Avez-vous des douleurs ou une gêne en général entre l'abdomen et la cuisse ? ;Gêne au niveau de l'abdomen
Q730;730;Avez-vous des douleurs aux testicules, à l'effort physique ou quand il fait chaud ?;Douleurs aux testicules
Q731;731;Avez-vous de la constipation ou de la diarrhée ? ;Constipation
Q732;732;Constatez-vous un jet ininterrompu lorsque vous urinez ?;Jet d'urine
Q733;733;Avez-vous la sensation d'avoir toujours chaud ou toujours froid ?;Sensation d'avoir chaud ou froid
Q734;734;Constatez-vous des gonflements, des rougeurs ou un hématome au niveau du corps atteint ?;Gonflement
Q735;735;Constatez-vous des lésions aux muscles au niveau du corps atteint ?;Lésions musculaires
Q736;736;L'os est-il disloqué ?;Os disloqué
Q737;737;Est-ce impossible de bouger le membre touché ?;Membre touché
Q738;738;Ressentez-vous une douleur à la partie inférieure de la jambe ?;Douleur à la jambe
Q739;739;Votre douleur se calme-t-elle au repos ?;Douleur calmée au repos
Q740;740;Votre douleur se localise-t-elle à la partie avant de la jambe ?;Douleur au tibia
Q741;741;Avez-vous mal au toucher ou à la palpation ?;Douleur au toucher
Q742;742;Votre jambe est-elle gonflée ?;Jambe gonflée
Q743;743;Votre jambe est-elle dure et sensible au toucher ?;Dur au toucher
Q744;744;Avez-vous une ou les deux jambes irritées ou enflées ?;Jambes irritées
Q745;745;Constatez-vous une coloration bleuâtre ou blanchâtre de la peau, au niveau des jambes ?;Couleur de la peau
Q746;746;Avez-vous des plaques rouges aux jambes qui vous grattent ?;Plaques rouges aux jambes
Q747;747;Avez-vous des gaz intestinaux ou une sensation d'inconfort général au ventre ?;Flatulences
Q748;748;Souffrez-vous d'hypothermie (température dans la bouche entre 32.2 et 35.5 °C) ?;Hypothermie
Q749;749;Avez-vous soif ou faim en permanence ?;Soif ou faim permanente
Q750;750;Saignez-vous excessivement quand vous vous coupez ?;Saignements excessives
Q751;751;Avez-vous des douleurs osseuses ?;Douleurs osseuses
Q752;752;Avez-vous un taux élevé de triglycérides (gras) dans le sang ?;Triglycérides
Q753;753;Avez-vous un taux élevé de sucre sanguin ?;Sucre dans le sang
Q754;754;Vos paupières sont-elles rouges ou gonflées ?;Paupières gonflées
Q755;755;Avez-vous mal aux yeux ?;Douleur aux yeux
Q756;756;Votre vue baisse-t-elle sur les extrémités (autour des yeux), comme si vous regardiez dans un tunnel ? ;Troubles de la vue
Q757;757;Votre vue baisse-t-elle au centre ou dans une autre partie du champ visuel ?;Perte de vision ponctuelle
Q758;758;Le mouvement des yeux est-il douloureux ? ;Douleur aux yeux
Q759;759;Avez-vous du mal à vous endormir ?;Mal à s'endormir
Q760;760;Vous réveillez-vous plusieurs fois pendant la nuit ?;Sommeil non-continu
Q761;761;Vous réveillez-vous plus tôt que d'habitude le matin ?;Réveil prématuré
Q762;762;Ressentez-vous une fatigue, de l'irritabilité ou un manque de concentration pendant la journée ?;Mal à l'aise pendant la journée
Q763;763;Etes-vous angoissé(e) ou anxieux(se) à l'arrivée de la nuit ?;Angoisse à l'arrivée de la nuit
Q764;764;Vos chevilles, pieds, jambes ou paupières sont-ils gonflés ?;Gonflement des parties du corps
Q765;765;Avez-vous des douleurs au milieu, en bas du dos ou sur les côtés du bassin ?;Douleurs aux milieu du corps
Q766;766;Avez-vous des contractions incontrôlables ou des crampes aux muscles ?;Contractions involontaires
Q767;767;Avez-vous des palpitations cardiaques et des tremblements ?;Palpitations et tremblements
Q768;768;Vos yeux sont-ils exorbités ?;Yeux exorbités
Q769;769;Si vos articulations sont gonflées, sentez-vous un kyste relativement souple au toucher ?;Articulations gonflées
Q770;770;Avez-vous mal au pouce, surtout en saisissant d’un objet  ?;Mal au pouce
Q771;771;Ressentez-vous une difficulté, voire même une perte de force de la pince de préhension;Force de la pince
Q772;772;Ressentez-vous une douleur partant de la nuque et éventuellement descendant le long de l’omoplate, de l’épaule, jusqu’au bras et l’avant-bras ?;Douleur du cou, l'épaule ou le  bras
Q773;773;Ressentez-vous une paralysie partielle, voire totale, des doigts qui vous empêche d'effectuer des gestes quotidiens ?;Fourmillements aux extrémités
Q774;774;Ressentez-vous des démangeaisons ou des picotements sur la peau ? ;Démangeaisons sur la peau
Q775;775;Avez-vous des maux de tête, une congestion nasale ou des douleurs musculaires ?;Symptômes grippaux (maux de tête, douleurs musculaires ...)
Q776;776;Avez-vous eu un peu mal pendant la ou les 2 semaines avant l’éruption de la plaque annonciatrice ?;Douleurs avant l'éruption sur la peau
Q777;777;Avez-vous des plaques sur le visage, les poignets et les jambes ?;Plaques rouges sur la peau
Q778;778;Avez-vous des démangeaisons à l'anus, surtout la nuit ?;Démangeaisons nocturnes sur l'anus
Q779;779;Avez-vous des diarrhées fréquentes ?;Diarrhées fréquentes
Q780;780;Avez-vous des difficultés à communiquer avec d'autres personnes, en raison de vos changements d'humeur ?;Humeur changeante
Q781;781;Avez-vous des difficultés à comprendre si quelqu'un est triste ou à exprimer vos émotions ?;Difficultés sur la compréhension est les émotions
Q782;782;Avez-vous très faim ?;Faim excessive
Q783;783;Effectuez-vous des mouvements répétitifs ou des routines particulières (taper les mains, tourner sur lui-même, etc.) ?  ;Mouvements répétitifs compulsifs
Q784;784;Rongez-vous les ongles ?;Ronger les ongles
Q785;785;Vomissez-vous ?;Vomissements
Q786;786;Avez-vous des difficultés de rester tranquil(e) sur place ?;Incapacité de rester tranquil(e) sur pace
Q787;787;Avez-vous des troubles durables du langage écrit affectant la lecture, l'orthographe et l'écriture ?;Troubles durables du  langage écrit
Q788;788;Avez-vous le pharynx ou les amygdales, rouges et enflés ?;Pharynx enflé
Q789;789;Avez-vous mal à la gorge ?;Mal de gorge
Q790;790;Votre gorge est-elle sèche ?;Gorge sèche
Q791;791;Avez-vous des difficultés à avaler ou à mastiquer des aliments ?;Douleur à la déglutition
Q792;792;Crachez-vous du liquide purulent ?;Crachats purulents
F1;1;J'ai déjà enlevé toutes mes dents de sagesse;Dents de sagesse enlevées
F2;2;J'ai fait un malaise;Malaise
F3;3;J'ai un abcès au nez;Abcès au nez
F4;4;J'ai une carie dentaire apparente;Carie dentaire
F5;5;Je consomme des boissons trop chaudes ou trop froides;Boissons trop chaudes/froides
F6;6;Je mange beaucoup;Hyperphagie
F7;7;Ma dent est sensible au toucher;Dent sensible au toucher
F8;8;J'ai , à ma connaissance, des grosses amygdales;Amygdales enflées
F9;9;J'ai accouché récemment;Accouchement récent
F10;10;J'ai accouché récemment ou je suis enceinte;Accouchement récent/enceinte
F11;11;J'ai arrêté récemment le tabac;Arrêt récent du tabac
F12;12;J'ai arrêté(e) récemment l'alcool ou des médicaments;Arrêt récent de l'alcool ou des médicaments
F13;13;J'ai bu des boissons (alcoolisées ou pas);Boissons alcoolisés et non-alcoolisés
F14;14;J'ai de la fièvre;Fièvre
F15;15;J'ai de la fièvre constante;Fièvre constante
F16;16;J'ai de la hypoglycémie;Hypoglycémie diagnostiqué
F17;17;J'ai de la tachycardie ou de la tension artérielle;Tachycardie
F18;18;J'ai des allergies;Allergies
F19;19;J'ai des allergies respiratoires (exemple: au pollen);Allergies Respiratoires
F20;20;J'ai des antécédents familiaux;Antécédents familiaux
F21;21;J'ai des antécédents ophtalmologiques;Antécédents ophtalmologiques
F22;22;J'ai des antécédents pulmonaires;Antécédents pulmonaires
F23;23;J'ai des antécédents urinaires;Antécédents urinaires
F24;24;J'ai des bouffées de chaleur;Bouffées de chaleur
F25;25;J'ai des boutons infectés (rouges, avec du pus ...);Boutons infectés
F26;26;J'ai des crampes;Contraction des muscles
F27;27;J'ai des déchirures musculaires;Déchirures musculaires
F28;28;J'ai des épisodes incessants;Épisodes incessants
F29;29;J'ai des fissures ou cicatrise à l'anus;Fissure anal
F30;30;J'ai des fractures aux articulations;Fractures aux articulations
F31;31;J'ai des grains de beauté;Grains de beauté
F32;32;J'ai des hémorroïdes;Rectorragie ou Hémorragie digestive rouge
F33;33;J'ai des nausées ou des vomissements;Nausées ou Vomissements
F34;34;J'ai des poils très raides et rêches;Poils très raides ou rêches
F35;35;J'ai des problèmes d'oreille (douleur, perte d'audition ...);Problèmes aux oreilles
F36;36;J'ai des problèmes veineux;Varicosités
F37;37;J'ai des remontées acides;Pyrosis
F38;38;J'ai des remontées acides surtout en position allongé;Pyrosis en position allongé
F39;39;J'ai des symptômes de grippe;Symptômes grippaux
F40;40;J'ai des troubles de concentration;Trouble de concentration
F41;41;J'ai des troubles de mémoire;Troubles de la mémoire
F42;42;J'ai des troubles du sommeil;Troubles de sommeil
F43;43;J'ai des troubles neurologiques diagnostiqués;Troubles neurologiques diagnostiqués
F44;44;J'ai des troubles visuelles;Troubles de la vue
F45;45;J'ai des vertiges;Vertiges
F46;46;J'ai du diabète;Diabète diagnostiqué
F47;47;J'ai du mauvais cholestérol;Mauvais cholestérol
F48;48;J'ai du mauvais cholestérol ou un autre problème hématologique;Mauvais cholestérol ou problème hématologique
F49;49;J'ai du stress au travail;Stress au travail
F50;50;J'ai du surpoids;Prise de poids
F51;51;J'ai été exposé(e) aux pesticides;Exposition aux pesticides
F52;52;J'ai eu ce soucis au passé;Soucis similaire au passé
F53;53;J'ai eu mes dernières règles il y a plus d'un mois;Pas de règles depuis 1 mois
F54;54;J'ai eu récemment des fractures aux os;Fractures des os récentes
F55;55;J'ai eu récemment un épisode cérébrale ou ischémique;AVC ou épisode Ischémique
F56;56;J'ai eu récemment un rapport sexuel;Rapport sexuel récent
F57;57;J'ai eu récemment un traumatisme aux yeux;Traumatisme aux yeux
F58;58;J'ai eu un accident de sport;Accident du sport
F59;59;J'ai eu un choc émotionnel (décès, séparation ...);Choc émotionnel récent
F60;60;J'ai eu un traumatisme récent;Traumatisme récent
F61;61;J'ai eu une chute de tension;Chute de tension
F62;62;J'ai eu une chute récemment;Chute récente
F63;63;J'ai fais beaucoup de sport;Surpoids
F64;64;J'ai fais beaucoup ou pas du tout de sport;Manque ou exagération d'activité physique
F65;65;J'ai fais un mouvement brusque (en brossant les dents, en mastiquant ...);Mouvement brusque avec la bouche (en brossant les dents, en mastiquant ...)
F66;66;J'ai fait récemment un manucure;Manucure récent
F67;67;J'ai fait récemment un voyage;Voyage récent
F68;68;J'ai fait un repas important le soir;Repas lourd le soir
F69;69;J'ai fait une épilation récemment;Epilation récent
F70;70;J'ai la gale;La gale
F71;71;J'ai la voix bouchée ou ma voix est très basse;Dysphonie ou Aphonie
F72;72;J'ai le nez qui coule;Rhinorrhée
F73;73;J'ai le tampon troué à l'oreille;Tampon d'oreille troué
F74;74;J'ai les yeux claires;Yeux de couleur claire
F75;75;J'ai les yeux qui pleurent;Larmoiement
F76;76;J'ai mal à bascule du bassin;Bascule du bassin
F77;77;J'ai mal à bascule, d'une fesse puis de l'autre;Bascule consécutive des deux fesses
F78;78;J'ai mal à la cuisse;Mal à la cuisse
F79;79;J'ai mal à la gorge;Mal de gorge
F80;80;J'ai mal à la hanche;Mal à la hanche
F81;81;J'ai mal à la partie supérieure droite de l’abdomen;Douleurs abdominales basses
F82;82;J'ai mal à la tête;Céphalées
F83;83;J'ai mal au colon;Mal au colon
F84;84;J'ai mal au dos;Douleurs tout au long du dos
F85;85;J'ai mal au nez;Mal au nez
F86;86;J'ai mal au pubis;Douleurs pelviennes
F87;87;J'ai mal aux muscles;Douleurs musculaires
F88;88;J'ai mal aux oreilles;Otalgie
F89;89;J'ai mal aux yeux;Douleurs oculaires
F90;90;J'ai mal ou je saigne d'une manière importante;Ménorragies
F91;91;J'ai mangé récemment au restaurant;Restaurant récent
F92;92;J'ai mangé récemment des chocolats à la menthe ;Chocolats à la menthe récents
F93;93;J'ai mes règles;Règles en cours
F94;94;J'ai moins de muscles;Diminution de la masse musculaire
F95;95;J'ai participé à un concert avec la musique forte;Participation à un concert
F96;96;J'ai récemment arrêté des substances excitantes (alcool, tabac, etc.);Arrêt récente de substances excitantes
F97;97;J'ai souffre d'une maladie cardiovasculaire;Maladie cardiovasculaire
F98;98;J'ai souvent des pensées négatives;Pensées négatives envahissantes
F99;99;J'ai souvent une mauvaise posture (exemple : la tête baissée);Mauvaise posture fréquente
F100;100;J'ai un abcès dentaire;Abcès dentaire
F101;101;J'ai un blocage à la mâchoire, surtout pour manger;Odynophagie ou Douleur à la mâchoire
F102;102;J'ai un blocage à la mâchoire, surtout sous les oreilles;Odynophagie ou Douleur à la mâchoire
F103;103;J'ai un bouton à l'intérieur des fesses;Abcès à l'anus
F104;104;J'ai un gonflement;Lésion à l'intérieur des fesses
F105;105;J'ai un maladie cardiaque ou endocrinienne;Abcès à l'anus
F106;106;J'ai un manque de fer;Abcès à l'anus
F107;107;J'ai un manque de plaquettes dans mon sang;Maladie cardiaque ou endocrinienne
F108;108;J'ai un polype ou fibrome génitale;Manque de fer
F109;109;J'ai un rhume ou une grippe (ou récemment);Manque de plaquettes diagnostiquée
F110;110;J'ai un rythme cardiaque inférieur à 50 pulsations par minute;Polype ou fibrome génital
F111;111;J'ai une alimentation pauvre en fibres (pas de céréaliers ni de légumineuses);Rhume ou Grippe récente
F112;112;J'ai une alimentation pauvre en vitamine D (pas assez de légumes, fruits, poissons etc.);Rythme cardiaque bas
F113;113;J'ai une alimentation qui n'est pas saine et équilibrée (trop de gras, de sucres ou de viande, pas assez de légumes et de fruits) ;Alimentation pauvre en fibres
F114;114;J'ai une alimentation riche en iode (fruits de mer, poissons, produits laitiers, ...);Alimentation pauvre en vitamine D
F115;115;J'ai une alimentation saine et équilibrée (pas trop gras, de sucres ou de viande, plus de légumes et de fruits) ;Alimentation malsaine et non-équilibrée
F116;116;J'ai une allergie dermatologique sur tout le corps;Alimentation riche en iode
F117;117;J'ai une angine (rouge ou blanche);Alimentation saine et équilibrée
F118;118;J'ai une blessure aux lèvres;Allergie dermatologique généralisé
F119;119;J'ai une bonne hygiène;Angine
F120;120;J'ai une brûlure douloureuse, rouge et avec des cloques;Blessure aux lèvres
F121;121;J'ai une crise de sciatique importante;Bonne hygiène corporelle
F122;122;J'ai une difficulté à ouvrir la bouche;Infection sur la peau
F123;123;J'ai une difficulté à rester debout;Crise sciatique importante
F124;124;J'ai une difficulté à tenir les objets;Difficulté à ouvrir la bouche
F126;126;J'ai une douleur brutale;Difficulté à rester debout
F127;127;J'ai une douleur importante aux articulations;Rhizarthrose
F128;128;J'ai une douleur insupportable à l'oreille;Douleur brutale
F129;129;J'ai une euphorie alternée avec de l'agitation;Douleurs articulaires
F130;130;J'ai une infection de la bouche (ou dentaire);Otalgie
F131;131;J'ai une inflammation aux jambes;Humeur dépressive alternée avec de l'Euphorie
F132;132;J'ai une kyste entre l'abdomen et les os du bassin;Infection buccal ou dentaire récente
F133;133;J'ai une lésion à l'intérieur des fesses;Inflammation aux jambes
F134;134;J'ai une lésion aux articulations;Kyste au bas de l'abdomen
F135;135;J'ai une lésion suite à un bouton, à l'intérieur des fesses;Lésion aux articulations
F136;136;J'ai une maladie chronique respiratoire;Maladie chronique respiratoire
F137;137;J'ai une maladie endocrinienne (ou hormonale);Maladie endocrinienne ou hormonale
F138;138;J'ai une maladie liée au fois;Maladie liée au fois diagnostiquée
